pair_id,actor,statement,repetition,intensity,happy_sample_id,sad_sample_id,condition_id,prompt,happy_verbalizer,sad_verbalizer,happy_token_ids,sad_token_ids,experiment_type,schedule_id,initial_patch_layer,restore_layer,clamp_end_layer,schedule_entries,patch_site,patch_kind,baseline_happy_happy_score,baseline_happy_sad_score,baseline_sad_happy_score,baseline_sad_sad_score,baseline_happy_margin,baseline_sad_margin,patched_happy_target_happy_score,patched_happy_target_sad_score,patched_sad_target_happy_score,patched_sad_target_sad_score,patched_happy_target_margin,patched_sad_target_margin,happy_effect_toward_sad,sad_effect_toward_happy,counterfactual_effect,happy_direction,sad_direction,error
pair_0000,01,01,01,01,pair_0000_happy,pair_0000_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",audio_restore,audio_restore_at_19,17,19,,"[{""layer"":17,""patch_kind"":""audio_tokens"",""source"":""donor""},{""layer"":19,""patch_kind"":""audio_tokens"",""source"":""target""}]",post_decoder_block_output,audio_tokens,-32.906497955322266,-40.61582565307617,-32.872337341308594,-40.52363204956055,7.709327697753906,7.651294708251953,-32.863033294677734,-40.64836883544922,-32.90563201904297,-40.50934600830078,7.785335540771484,7.6037139892578125,-0.07600784301757812,-0.047580718994140625,-0.061794281005859375,False,False,
pair_0001,01,01,02,01,pair_0001_happy,pair_0001_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",audio_restore,audio_restore_at_19,17,19,,"[{""layer"":17,""patch_kind"":""audio_tokens"",""source"":""donor""},{""layer"":19,""patch_kind"":""audio_tokens"",""source"":""target""}]",post_decoder_block_output,audio_tokens,-32.807010650634766,-40.480464935302734,-32.87761688232422,-40.29866027832031,7.673454284667969,7.421043395996094,-32.80836486816406,-40.38410186767578,-32.87590026855469,-40.39073181152344,7.575736999511719,7.51483154296875,0.09771728515625,0.09378814697265625,0.09575271606445312,True,True,
pair_0002,01,02,01,01,pair_0002_happy,pair_0002_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",audio_restore,audio_restore_at_19,17,19,,"[{""layer"":17,""patch_kind"":""audio_tokens"",""source"":""donor""},{""layer"":19,""patch_kind"":""audio_tokens"",""source"":""target""}]",post_decoder_block_output,audio_tokens,-33.14122772216797,-41.046043395996094,-33.19336700439453,-41.567901611328125,7.904815673828125,8.374534606933594,-33.1280403137207,-41.047977447509766,-33.20201873779297,-41.58373260498047,7.9199371337890625,8.3817138671875,-0.0151214599609375,0.00717926025390625,-0.003971099853515625,False,True,
pair_0003,01,02,02,01,pair_0003_happy,pair_0003_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",audio_restore,audio_restore_at_19,17,19,,"[{""layer"":17,""patch_kind"":""audio_tokens"",""source"":""donor""},{""layer"":19,""patch_kind"":""audio_tokens"",""source"":""target""}]",post_decoder_block_output,audio_tokens,-33.26335525512695,-41.05799865722656,-33.390846252441406,-41.1466178894043,7.794643402099609,7.755771636962891,-33.229034423828125,-41.14191436767578,-33.422698974609375,-41.06652069091797,7.912879943847656,7.643821716308594,-0.11823654174804688,-0.11194992065429688,-0.11509323120117188,False,False,
pair_0004,02,01,01,01,pair_0004_happy,pair_0004_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",audio_restore,audio_restore_at_19,17,19,,"[{""layer"":17,""patch_kind"":""audio_tokens"",""source"":""donor""},{""layer"":19,""patch_kind"":""audio_tokens"",""source"":""target""}]",post_decoder_block_output,audio_tokens,-32.723960876464844,-40.329345703125,-33.00586700439453,-40.413299560546875,7.605384826660156,7.407432556152344,-32.71308898925781,-40.323326110839844,-33.00787353515625,-40.42667770385742,7.610237121582031,7.418804168701172,-0.004852294921875,0.011371612548828125,0.0032596588134765625,False,True,
pair_0005,02,01,02,01,pair_0005_happy,pair_0005_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",audio_restore,audio_restore_at_19,17,19,,"[{""layer"":17,""patch_kind"":""audio_tokens"",""source"":""donor""},{""layer"":19,""patch_kind"":""audio_tokens"",""source"":""target""}]",post_decoder_block_output,audio_tokens,-32.88285827636719,-40.35342788696289,-32.840545654296875,-40.420074462890625,7.470569610595703,7.57952880859375,-32.89727020263672,-40.22004699707031,-32.8228645324707,-40.550048828125,7.322776794433594,7.727184295654297,0.14779281616210938,0.14765548706054688,0.14772415161132812,True,True,
pair_0006,02,02,01,01,pair_0006_happy,pair_0006_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",audio_restore,audio_restore_at_19,17,19,,"[{""layer"":17,""patch_kind"":""audio_tokens"",""source"":""donor""},{""layer"":19,""patch_kind"":""audio_tokens"",""source"":""target""}]",post_decoder_block_output,audio_tokens,-33.32653045654297,-40.607730865478516,-33.2708740234375,-40.77283477783203,7.281200408935547,7.501960754394531,-33.298622131347656,-40.51996994018555,-33.28900909423828,-40.83715057373047,7.221347808837891,7.5481414794921875,0.05985260009765625,0.04618072509765625,0.05301666259765625,True,True,
pair_0007,02,02,02,01,pair_0007_happy,pair_0007_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",audio_restore,audio_restore_at_19,17,19,,"[{""layer"":17,""patch_kind"":""audio_tokens"",""source"":""donor""},{""layer"":19,""patch_kind"":""audio_tokens"",""source"":""target""}]",post_decoder_block_output,audio_tokens,-33.26520919799805,-40.81932067871094,-33.316802978515625,-41.32069396972656,7.554111480712891,8.003890991210938,-33.29002380371094,-40.71113204956055,-33.29325866699219,-41.4116096496582,7.421108245849609,8.118350982666016,0.13300323486328125,0.11445999145507812,0.12373161315917969,True,True,
pair_0008,03,01,01,01,pair_0008_happy,pair_0008_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",audio_restore,audio_restore_at_19,17,19,,"[{""layer"":17,""patch_kind"":""audio_tokens"",""source"":""donor""},{""layer"":19,""patch_kind"":""audio_tokens"",""source"":""target""}]",post_decoder_block_output,audio_tokens,-33.23826217651367,-40.160545349121094,-32.871337890625,-40.523345947265625,6.922283172607422,7.652008056640625,-33.23025894165039,-40.19611358642578,-32.86689758300781,-40.46779251098633,6.965854644775391,7.600894927978516,-0.04357147216796875,-0.051113128662109375,-0.04734230041503906,False,False,
pair_0009,03,01,02,01,pair_0009_happy,pair_0009_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",audio_restore,audio_restore_at_19,17,19,,"[{""layer"":17,""patch_kind"":""audio_tokens"",""source"":""donor""},{""layer"":19,""patch_kind"":""audio_tokens"",""source"":""target""}]",post_decoder_block_output,audio_tokens,-32.83757019042969,-40.17271041870117,-32.902679443359375,-40.617942810058594,7.335140228271484,7.715263366699219,-32.82373809814453,-40.206993103027344,-32.91471481323242,-40.5797233581543,7.3832550048828125,7.665008544921875,-0.048114776611328125,-0.05025482177734375,-0.04918479919433594,False,False,
