pair_id,actor,statement,repetition,intensity,happy_sample_id,sad_sample_id,condition_id,prompt,happy_verbalizer,sad_verbalizer,happy_token_ids,sad_token_ids,experiment_type,schedule_id,initial_patch_layer,restore_layer,clamp_end_layer,schedule_entries,patch_site,patch_kind,baseline_happy_happy_score,baseline_happy_sad_score,baseline_sad_happy_score,baseline_sad_sad_score,baseline_happy_margin,baseline_sad_margin,patched_happy_target_happy_score,patched_happy_target_sad_score,patched_sad_target_happy_score,patched_sad_target_sad_score,patched_happy_target_margin,patched_sad_target_margin,happy_effect_toward_sad,sad_effect_toward_happy,counterfactual_effect,happy_direction,sad_direction,error
pair_0000,01,01,01,01,pair_0000_happy,pair_0000_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",audio_restore,audio_restore_at_21,17,21,,"[{""layer"":17,""patch_kind"":""audio_tokens"",""source"":""donor""},{""layer"":21,""patch_kind"":""audio_tokens"",""source"":""target""}]",post_decoder_block_output,audio_tokens,-32.906497955322266,-40.61582565307617,-32.872337341308594,-40.52363204956055,7.709327697753906,7.651294708251953,-32.823081970214844,-40.70234680175781,-32.951263427734375,-40.48909378051758,7.879264831542969,7.537830352783203,-0.1699371337890625,-0.11346435546875,-0.14170074462890625,False,False,
pair_0001,01,01,02,01,pair_0001_happy,pair_0001_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",audio_restore,audio_restore_at_21,17,21,,"[{""layer"":17,""patch_kind"":""audio_tokens"",""source"":""donor""},{""layer"":21,""patch_kind"":""audio_tokens"",""source"":""target""}]",post_decoder_block_output,audio_tokens,-32.807010650634766,-40.480464935302734,-32.87761688232422,-40.29866027832031,7.673454284667969,7.421043395996094,-32.841766357421875,-40.41881561279297,-32.84767532348633,-40.34423065185547,7.577049255371094,7.496555328369141,0.096405029296875,0.07551193237304688,0.08595848083496094,True,True,
pair_0002,01,02,01,01,pair_0002_happy,pair_0002_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",audio_restore,audio_restore_at_21,17,21,,"[{""layer"":17,""patch_kind"":""audio_tokens"",""source"":""donor""},{""layer"":21,""patch_kind"":""audio_tokens"",""source"":""target""}]",post_decoder_block_output,audio_tokens,-33.14122772216797,-41.046043395996094,-33.19336700439453,-41.567901611328125,7.904815673828125,8.374534606933594,-33.143314361572266,-41.072078704833984,-33.19047164916992,-41.54582214355469,7.928764343261719,8.355350494384766,-0.02394866943359375,-0.019184112548828125,-0.021566390991210938,False,False,
pair_0003,01,02,02,01,pair_0003_happy,pair_0003_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",audio_restore,audio_restore_at_21,17,21,,"[{""layer"":17,""patch_kind"":""audio_tokens"",""source"":""donor""},{""layer"":21,""patch_kind"":""audio_tokens"",""source"":""target""}]",post_decoder_block_output,audio_tokens,-33.26335525512695,-41.05799865722656,-33.390846252441406,-41.1466178894043,7.794643402099609,7.755771636962891,-33.250919342041016,-41.24616241455078,-33.40460205078125,-40.96303176879883,7.995243072509766,7.558429718017578,-0.20059967041015625,-0.1973419189453125,-0.19897079467773438,False,False,
pair_0004,02,01,01,01,pair_0004_happy,pair_0004_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",audio_restore,audio_restore_at_21,17,21,,"[{""layer"":17,""patch_kind"":""audio_tokens"",""source"":""donor""},{""layer"":21,""patch_kind"":""audio_tokens"",""source"":""target""}]",post_decoder_block_output,audio_tokens,-32.723960876464844,-40.329345703125,-33.00586700439453,-40.413299560546875,7.605384826660156,7.407432556152344,-32.71580505371094,-40.248779296875,-33.00647735595703,-40.514305114746094,7.5329742431640625,7.5078277587890625,0.07241058349609375,0.10039520263671875,0.08640289306640625,True,True,
pair_0005,02,01,02,01,pair_0005_happy,pair_0005_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",audio_restore,audio_restore_at_21,17,21,,"[{""layer"":17,""patch_kind"":""audio_tokens"",""source"":""donor""},{""layer"":21,""patch_kind"":""audio_tokens"",""source"":""target""}]",post_decoder_block_output,audio_tokens,-32.88285827636719,-40.35342788696289,-32.840545654296875,-40.420074462890625,7.470569610595703,7.57952880859375,-32.89822769165039,-40.13108825683594,-32.82215881347656,-40.6505126953125,7.232860565185547,7.8283538818359375,0.23770904541015625,0.2488250732421875,0.24326705932617188,True,True,
pair_0006,02,02,01,01,pair_0006_happy,pair_0006_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",audio_restore,audio_restore_at_21,17,21,,"[{""layer"":17,""patch_kind"":""audio_tokens"",""source"":""donor""},{""layer"":21,""patch_kind"":""audio_tokens"",""source"":""target""}]",post_decoder_block_output,audio_tokens,-33.32653045654297,-40.607730865478516,-33.2708740234375,-40.77283477783203,7.281200408935547,7.501960754394531,-33.29719543457031,-40.371734619140625,-33.296871185302734,-40.98451232910156,7.0745391845703125,7.687641143798828,0.20666122436523438,0.18568038940429688,0.19617080688476562,True,True,
pair_0007,02,02,02,01,pair_0007_happy,pair_0007_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",audio_restore,audio_restore_at_21,17,21,,"[{""layer"":17,""patch_kind"":""audio_tokens"",""source"":""donor""},{""layer"":21,""patch_kind"":""audio_tokens"",""source"":""target""}]",post_decoder_block_output,audio_tokens,-33.26520919799805,-40.81932067871094,-33.316802978515625,-41.32069396972656,7.554111480712891,8.003890991210938,-33.28363800048828,-40.5960578918457,-33.29966735839844,-41.50699234008789,7.312419891357422,8.207324981689453,0.24169158935546875,0.20343399047851562,0.2225627899169922,True,True,
pair_0008,03,01,01,01,pair_0008_happy,pair_0008_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",audio_restore,audio_restore_at_21,17,21,,"[{""layer"":17,""patch_kind"":""audio_tokens"",""source"":""donor""},{""layer"":21,""patch_kind"":""audio_tokens"",""source"":""target""}]",post_decoder_block_output,audio_tokens,-33.23826217651367,-40.160545349121094,-32.871337890625,-40.523345947265625,6.922283172607422,7.652008056640625,-33.20874786376953,-40.21965789794922,-32.87533950805664,-40.439266204833984,7.0109100341796875,7.563926696777344,-0.08862686157226562,-0.08808135986328125,-0.08835411071777344,False,False,
pair_0009,03,01,02,01,pair_0009_happy,pair_0009_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",audio_restore,audio_restore_at_21,17,21,,"[{""layer"":17,""patch_kind"":""audio_tokens"",""source"":""donor""},{""layer"":21,""patch_kind"":""audio_tokens"",""source"":""target""}]",post_decoder_block_output,audio_tokens,-32.83757019042969,-40.17271041870117,-32.902679443359375,-40.617942810058594,7.335140228271484,7.715263366699219,-32.812957763671875,-40.28094482421875,-32.922950744628906,-40.510467529296875,7.467987060546875,7.587516784667969,-0.13284683227539062,-0.12774658203125,-0.1302967071533203,False,False,
